GameType,Season,Team,G,Date,Home,Opp,W.L,Tm.Pts,Opp.Pts,Tm.FGM,Tm.FGA,Tm.FG_Perc,Tm.3PM,Tm.3PA,Tm.3P_Perc,Tm.FTM,Tm.FTA,Tm.FT_Perc,Tm.ORB,Tm.TRB,Tm.AST,Tm.STL,Tm.BLK,Tm.TOV,Tm.PF,Home.Attendance,Referee1,Referee2,Referee3,Referee4
RegularSeason,2010,NJN,72,3/26/10,1,DET,W,118,110,40,70,0.571,8,20,0.4,30,36,0.833,8,40,30,6,4,13,16,13469,Matt Boland,Ken Mauer,Gary Zielinski,NA
RegularSeason,2010,NJN,73,3/27/10,0,CHI,L,83,106,29,81,0.358,10,22,0.455,15,21,0.714,10,42,16,3,9,8,24,20592,Brian Forte,Scott Foster,John Goble,NA
RegularSeason,2010,NJN,74,3/29/10,1,SAS,W,90,84,32,85,0.376,5,19,0.263,21,24,0.875,10,43,19,6,2,4,19,13053,Bennie Adams,Dick Bavetta,Haywoode Workman,NA
RegularSeason,2010,NJN,75,3/31/10,1,PHO,L,105,116,42,86,0.488,7,20,0.35,14,16,0.875,10,34,28,3,5,12,18,14734,Tony Brown,David Jones,Greg Willard,NA
RegularSeason,2010,NJN,76,4/3/10,1,NOH,W,115,87,46,79,0.582,4,9,0.444,19,22,0.864,9,45,34,10,10,15,15,14698,Dan Crawford,Brian Forte,Leon Wood,NA
RegularSeason,2010,NJN,77,4/4/10,0,WAS,L,99,109,36,74,0.486,4,10,0.4,23,28,0.821,6,30,14,9,5,15,25,10112,Sean Corbin,Ken Mauer,Tommy Nunez,NA
RegularSeason,2010,NJN,78,4/7/10,0,MIL,L,89,108,30,76,0.395,7,16,0.438,22,26,0.846,7,34,14,5,4,13,20,16037,Bill Kennedy,Rodney Mott,Eli Roe,NA
RegularSeason,2010,NJN,79,4/9/10,1,CHI,W,127,116,49,105,0.467,5,21,0.238,24,32,0.75,13,55,26,9,5,11,24,15909,Eric Dalen,Jason Phillips,Tom Washington,NA
RegularSeason,2010,NJN,80,4/10/10,0,IND,L,102,115,43,82,0.524,2,11,0.182,14,17,0.824,13,40,21,6,6,15,18,18165,Dick Bavetta,Mark Lindsay,Gary Zielinski,NA
RegularSeason,2010,NJN,81,4/12/10,1,CHA,L,95,105,35,89,0.393,4,24,0.167,21,25,0.84,15,43,18,8,4,11,17,14118,Mark Ayotte,Mike Callahan,Eric Lewis,NA
RegularSeason,2010,NJN,82,4/14/10,0,MIA,L,86,94,29,80,0.363,5,19,0.263,23,32,0.719,15,54,12,3,5,19,15,18754,Bill Kennedy,Michael Smith,Haywoode Workman,NA
RegularSeason,2011,NJN,1,10/27/10,1,DET,W,101,98,39,80,0.488,6,14,0.429,17,24,0.708,9,44,17,4,4,11,23,15178,Joe Crawford,Jason Phillips,Josh Tiven,NA
RegularSeason,2011,NJN,2,10/29/10,1,SAC,W,106,100,32,61,0.525,6,11,0.545,36,45,0.8,5,43,18,2,4,26,30,13482,Brian Forte,Rodney Mott,Michael Smith,NA
RegularSeason,2011,NJN,3,10/31/10,1,MIA,L,78,101,30,85,0.353,3,14,0.214,15,23,0.652,19,43,16,5,0,15,19,17086,Brent Barnaky,Bob Delaney,Courtney Kirkland,NA
RegularSeason,2011,NJN,4,11/3/10,1,CHA,L,83,85,32,75,0.427,5,17,0.294,14,15,0.933,8,36,21,4,7,16,21,11778,Dick Bavetta,Tony Brown,Haywoode Workman,NA
RegularSeason,2011,NJN,5,11/5/10,0,ORL,L,90,105,36,84,0.429,10,22,0.455,8,9,0.889,7,31,20,7,3,10,27,18846,Ken Mauer,Leroy Richardson,Gary Zielinski,NA
RegularSeason,2011,NJN,6,11/6/10,0,MIA,L,89,101,35,85,0.412,8,20,0.4,11,17,0.647,11,41,17,5,3,13,21,19600,Nick Buchert,David Jones,Bill Kennedy,NA
RegularSeason,2011,NJN,7,11/9/10,1,CLE,L,91,93,33,81,0.407,6,20,0.3,19,21,0.905,13,45,18,5,7,12,19,10188,Marc Davis,Derek Richardson,Leon Wood,NA
RegularSeason,2011,NJN,8,11/10/10,0,CLE,W,95,87,34,82,0.415,8,17,0.471,19,35,0.543,15,48,21,4,5,8,21,20562,Curtis Blair,Eric Lewis,Bill Spooner,NA
RegularSeason,2011,NJN,9,11/13/10,1,ORL,L,90,91,35,71,0.493,8,18,0.444,12,15,0.8,2,31,15,3,5,12,21,15086,Kane Fitzgerald,Bill Kennedy,Zach Zarba,NA
RegularSeason,2011,NJN,10,11/15/10,0,LAC,W,110,96,43,72,0.597,6,15,0.4,18,19,0.947,9,35,32,5,8,12,28,14516,Tony Brown,Ron Garretson,Olandis Poole,NA
RegularSeason,2011,NJN,11,11/17/10,0,UTA,L,88,98,32,85,0.376,4,21,0.19,20,25,0.8,16,57,11,3,7,14,30,19314,Ed Malloy,Leroy Richardson,Gary Zielinski,NA
RegularSeason,2011,NJN,12,11/19/10,0,SAC,L,81,86,32,70,0.457,2,11,0.182,15,19,0.789,13,39,18,5,4,15,18,11766,James Capers,Derek Richardson,Sean Wright,NA
RegularSeason,2011,NJN,13,11/20/10,0,DEN,L,103,107,36,89,0.404,6,19,0.316,25,31,0.806,13,45,16,5,3,6,23,16396,Nick Buchert,David Jones,Ken Mauer,NA
RegularSeason,2011,NJN,14,11/23/10,1,ATL,W,107,101,38,80,0.475,6,19,0.316,25,33,0.758,9,44,23,4,2,10,16,13010,Kevin Fehr,Mark Lindsay,Ed Malloy,NA
RegularSeason,2011,NJN,15,11/24/10,0,BOS,L,83,89,31,67,0.463,4,14,0.286,17,22,0.773,8,42,15,2,6,17,20,18624,Dan Crawford,John Goble,Haywoode Workman,NA
RegularSeason,2011,NJN,16,11/27/10,0,PHI,L,86,102,33,81,0.407,3,9,0.333,17,20,0.85,11,39,18,3,5,6,18,14150,David Guthrie,Jason Phillips,Olandis Poole,NA
RegularSeason,2011,NJN,17,11/28/10,1,POR,W,98,96,31,59,0.525,7,14,0.5,29,35,0.829,3,33,22,5,5,16,25,11448,Mike Callahan,Pat Fraher,Marat Kogut,NA
RegularSeason,2011,NJN,18,11/30/10,0,NYK,L,100,111,38,82,0.463,7,14,0.5,17,22,0.773,9,37,17,4,5,11,24,19763,Kevin Scott,Greg Willard,Zach Zarba,NA
RegularSeason,2011,NJN,19,12/1/10,1,OKC,L,120,123,43,93,0.462,8,16,0.5,26,32,0.813,10,45,17,6,6,15,30,13108,Mark Ayotte,Curtis Blair,Ron Garretson,NA
RegularSeason,2011,NJN,20,12/3/10,0,CHA,L,84,91,29,91,0.319,5,25,0.2,21,25,0.84,11,48,17,10,4,14,27,12183,Dick Bavetta,John Goble,Haywoode Workman,NA
RegularSeason,2011,NJN,21,12/5/10,1,BOS,L,75,100,27,72,0.375,5,15,0.333,16,24,0.667,5,36,16,8,5,18,24,16196,Joe Crawford,Josh Tiven,Sean Wright,NA
RegularSeason,2011,NJN,22,12/7/10,0,ATL,L,101,116,33,71,0.465,7,16,0.438,28,37,0.757,10,34,25,7,1,12,24,14273,James Capers,Eric Lewis,James Williams,NA
RegularSeason,2011,NJN,23,12/9/10,0,DAL,L,89,102,32,77,0.416,4,15,0.267,21,26,0.808,10,36,20,7,2,15,15,19666,Eric Dalen,Marc Davis,David Guthrie,NA
RegularSeason,2011,NJN,24,12/12/10,1,LAL,L,92,99,36,89,0.404,4,20,0.2,16,19,0.842,15,45,17,5,7,14,27,16561,Brian Forte,Ed Malloy,Leon Wood,NA
RegularSeason,2011,NJN,25,12/14/10,1,PHI,L,77,82,28,82,0.341,4,13,0.308,17,24,0.708,19,51,13,6,5,11,18,10151,Bill Kennedy,Leroy Richardson,Gary Zielinski,NA
RegularSeason,2011,NJN,26,12/16/10,1,WAS,W,97,89,30,74,0.405,2,8,0.25,35,47,0.745,17,52,15,5,7,20,25,10764,Bennie Adams,Curtis Blair,Ken Mauer,NA
RegularSeason,2011,NJN,27,12/17/10,0,TOR,L,92,98,36,80,0.45,2,12,0.167,18,23,0.783,9,39,19,3,6,12,18,14623,Pat Fraher,Monty McCutchen,Tommy Nunez,NA
RegularSeason,2011,NJN,28,12/19/10,1,ATL,W,89,82,35,84,0.417,4,13,0.308,15,19,0.789,10,46,19,6,2,16,20,11295,Matt Boland,Dan Crawford,Scott Twardoski,NA
RegularSeason,2011,NJN,29,12/21/10,0,MEM,W,101,94,40,76,0.526,4,13,0.308,17,23,0.739,7,49,15,3,3,14,24,14113,Mike Callahan,Eric Dalen,Jason Phillips,NA
RegularSeason,2011,NJN,30,12/22/10,0,NOH,L,91,105,37,81,0.457,4,15,0.267,13,14,0.929,8,30,21,5,4,7,19,15423,Tony Brown,James Capers,Mark Lindsay,NA
RegularSeason,2011,NJN,31,12/27/10,1,ORL,L,88,104,31,79,0.392,4,11,0.364,22,29,0.759,9,40,12,9,3,14,19,11514,Scott Foster,John Goble,Karl Lane,NA
RegularSeason,2011,NJN,32,12/29/10,0,OKC,L,93,114,34,71,0.479,2,7,0.286,23,27,0.852,7,35,14,9,7,23,24,18203,Tony Brothers,Derrick Collins,Violet Palmer,NA
RegularSeason,2011,NJN,33,12/31/10,0,CHI,L,81,90,30,77,0.39,3,13,0.231,18,23,0.783,12,46,17,4,4,16,22,21792,Bennie Adams,Kevin Fehr,Ken Mauer,NA
RegularSeason,2011,NJN,34,1/1/11,0,MIN,L,88,103,33,73,0.452,5,15,0.333,17,28,0.607,13,36,22,11,5,19,22,12665,Dick Bavetta,Matt Boland,Brian Forte,NA
RegularSeason,2011,NJN,35,1/5/11,1,CHI,W,96,94,38,77,0.494,5,12,0.417,15,23,0.652,12,39,20,8,5,16,26,15025,David Jones,Haywoode Workman,Gary Zielinski,NA
RegularSeason,2011,NJN,36,1/7/11,0,WAS,L,77,97,28,81,0.346,7,21,0.333,14,17,0.824,14,48,13,2,7,17,21,16017,Kane Fitzgerald,Bill Kennedy,Courtney Kirkland,NA
RegularSeason,2011,NJN,37,1/8/11,1,MIL,L,92,115,36,80,0.45,3,6,0.5,17,26,0.654,12,36,22,1,7,12,24,12898,Joe Crawford,Pat Fraher,Josh Tiven,NA
RegularSeason,2011,NJN,38,1/12/11,0,PHO,L,109,118,42,88,0.477,8,25,0.32,17,22,0.773,7,39,32,11,3,14,36,16334,James Capers,Olandis Poole,Sean Wright,NA
RegularSeason,2011,NJN,39,1/14/11,0,LAL,L,88,100,36,85,0.424,5,19,0.263,11,17,0.647,15,45,22,3,4,12,27,18997,Curtis Blair,Eric Lewis,Bill Spooner,NA
RegularSeason,2011,NJN,40,1/15/11,0,POR,L,89,96,38,76,0.5,2,12,0.167,11,12,0.917,8,30,23,5,3,11,24,20441,Dick Bavetta,John Goble,Scott Wall,NA
RegularSeason,2011,NJN,41,1/17/11,0,GSW,L,100,109,39,80,0.488,3,14,0.214,19,24,0.792,11,38,28,3,3,13,24,18563,Courtney Kirkland,Tre Maddox,Greg Willard,NA
RegularSeason,2011,NJN,42,1/19/11,1,UTA,W,103,95,34,69,0.493,8,16,0.5,27,34,0.794,11,44,25,5,5,18,22,13251,Scott Bolnick,Kevin Fehr,Bennett Salvatore,NA
RegularSeason,2011,NJN,43,1/21/11,1,DET,W,89,74,36,72,0.5,5,11,0.455,12,14,0.857,8,44,23,6,7,14,24,13316,Brian Forte,Eric Lewis,Michael Smith,NA
RegularSeason,2011,NJN,44,1/22/11,1,DAL,L,86,87,32,72,0.444,5,15,0.333,17,21,0.81,6,39,23,4,5,17,25,14051,Matt Boland,Scott Foster,Haywoode Workman,NA
RegularSeason,2011,NJN,45,1/24/11,1,CLE,W,103,101,37,83,0.446,7,13,0.538,22,29,0.759,12,40,24,6,7,9,19,10197,Derrick Collins,Dan Crawford,Scott Wall,NA
RegularSeason,2011,NJN,46,1/26/11,1,MEM,W,93,88,36,82,0.439,9,17,0.529,12,14,0.857,12,39,26,7,5,11,18,8866,Ron Garretson,Mark Lindsay,Jason Phillips,NA
RegularSeason,2011,NJN,47,1/28/11,0,IND,L,92,124,35,73,0.479,3,7,0.429,19,25,0.76,6,31,21,3,2,14,22,11337,Tony Brothers,Scott Foster,Violet Palmer,NA
RegularSeason,2011,NJN,48,1/29/11,0,MIL,L,81,91,31,77,0.403,4,8,0.5,15,21,0.714,10,38,19,0,3,11,21,17173,David Jones,Derrick Stafford,Josh Tiven,NA
RegularSeason,2011,NJN,49,1/31/11,1,DEN,W,115,99,42,79,0.532,9,15,0.6,22,26,0.846,12,38,30,11,2,10,23,14039,Tony Brown,James Capers,Sean Wright,NA
RegularSeason,2011,NJN,50,2/2/11,1,PHI,L,92,106,37,80,0.463,3,10,0.3,15,20,0.75,10,38,16,4,6,12,15,10057,Brent Barnaky,John Goble,Tom Washington,NA
RegularSeason,2011,NJN,51,2/4/11,0,DET,L,82,92,34,77,0.442,4,16,0.25,10,14,0.714,11,34,21,4,5,11,18,17304,Dan Crawford,Rodney Mott,James Williams,NA
RegularSeason,2011,NJN,52,2/6/11,1,IND,L,86,105,35,85,0.412,4,16,0.25,12,21,0.571,16,41,24,8,4,15,25,13167,Matt Boland,Kane Fitzgerald,Steve Javie,NA
RegularSeason,2011,NJN,53,2/9/11,1,NOH,W,103,101,38,81,0.469,12,23,0.522,15,19,0.789,13,43,29,6,1,14,21,13316,Joe Crawford,Olandis Poole,Leroy Richardson,NA
RegularSeason,2011,NJN,54,2/11/11,0,CHA,W,94,89,35,86,0.407,2,14,0.143,22,34,0.647,13,48,18,3,7,5,28,15386,Marat Kogut,Jason Phillips,Tom Washington,NA
RegularSeason,2011,NJN,55,2/12/11,1,NYK,L,95,105,33,79,0.418,7,14,0.5,22,31,0.71,11,49,15,6,6,18,20,18711,Bob Delaney,Eric Lewis,Violet Palmer,NA
RegularSeason,2011,NJN,56,2/14/11,1,SAS,L,85,102,31,89,0.348,6,18,0.333,17,21,0.81,13,39,15,8,5,6,29,13433,Ed Malloy,Rodney Mott,Haywoode Workman,NA
RegularSeason,2011,NJN,57,2/16/11,0,BOS,L,80,94,31,80,0.388,6,20,0.3,12,15,0.8,13,42,19,2,5,14,27,18624,David Jones,Leroy Richardson,Bennett Salvatore,NA
RegularSeason,2011,NJN,58,2/25/11,0,SAS,L,96,106,37,85,0.435,5,21,0.238,17,21,0.81,9,37,27,10,5,14,20,18581,Kevin Fehr,Bill Kennedy,Courtney Kirkland,NA
RegularSeason,2011,NJN,59,2/26/11,0,HOU,L,108,123,37,92,0.402,5,20,0.25,29,36,0.806,18,48,24,8,6,11,27,17209,Tony Brothers,Mark Lindsay,Violet Palmer,NA
RegularSeason,2011,NJN,60,2/28/11,1,PHO,L,103,104,42,89,0.472,7,21,0.333,12,16,0.75,9,49,32,5,2,16,20,15836,Tony Brown,Marc Davis,David Guthrie,NA
RegularSeason,2011,NJN,61,3/4/11,1,TOR,W,116,103,45,81,0.556,7,18,0.389,19,25,0.76,7,41,24,3,7,11,23,18689,Monty McCutchen,Sean Wright,Zach Zarba,NA
RegularSeason,2011,NJN,62,3/5/11,1,TOR,W,137,136,48,105,0.457,12,29,0.414,29,39,0.744,20,62,34,6,14,16,30,18689,Monty McCutchen,Olandis Poole,Zach Zarba,NA
RegularSeason,2011,NJN,63,3/9/11,1,GSW,W,94,90,38,87,0.437,6,18,0.333,12,16,0.75,14,48,25,5,7,12,15,13513,Brent Barnaky,Scott Foster,David Jones,NA
RegularSeason,2011,NJN,64,3/11/11,1,LAC,W,102,98,42,88,0.477,8,22,0.364,10,16,0.625,10,45,21,5,4,17,17,18711,Courtney Kirkland,Rodney Mott,Bill Spooner,NA
RegularSeason,2011,NJN,65,3/14/11,1,BOS,W,88,79,31,78,0.397,11,25,0.44,15,24,0.625,12,45,19,5,6,10,13,18711,Derrick Collins,Mark Lindsay,Bennett Salvatore,NA
RegularSeason,2011,NJN,66,3/17/11,1,CHI,L,73,84,29,83,0.349,3,19,0.158,12,18,0.667,17,46,22,2,8,13,17,18351,Mike Callahan,Eric Lewis,Haywoode Workman,NA
RegularSeason,2011,NJN,67,3/18/11,0,MIL,L,95,110,35,79,0.443,8,23,0.348,17,24,0.708,8,34,26,4,7,11,14,14563,Bennie Adams,Brent Barnaky,Ed Malloy,NA
RegularSeason,2011,NJN,68,3/20/11,0,WAS,L,92,98,38,87,0.437,3,17,0.176,13,18,0.722,21,47,26,8,4,20,23,17761,Joe Crawford,Eric Dalen,Jason Phillips,NA
RegularSeason,2011,NJN,69,3/21/11,1,IND,L,98,102,39,98,0.398,8,26,0.308,12,18,0.667,17,43,25,10,4,8,26,13792,Olandis Poole,Derek Richardson,Tom Washington,NA
RegularSeason,2011,NJN,70,3/23/11,0,CLE,W,98,94,32,94,0.34,6,19,0.316,28,37,0.757,19,56,20,8,5,13,26,18923,Marc Davis,Josh Tiven,Sean Wright,NA
RegularSeason,2011,NJN,71,3/25/11,0,ORL,L,85,95,36,78,0.462,9,19,0.474,4,6,0.667,9,35,29,4,1,14,21,19087,Rodney Mott,Bill Spooner,Scott Wall,NA
RegularSeason,2011,NJN,72,3/26/11,0,ATL,L,87,98,38,79,0.481,3,13,0.231,8,9,0.889,7,32,25,5,3,11,19,17093,Bob Delaney,Eric Lewis,James Williams,NA
RegularSeason,2011,NJN,73,3/29/11,1,HOU,L,87,112,37,89,0.416,6,16,0.375,7,10,0.7,11,42,20,6,6,13,10,13866,Eric Dalen,Ron Garretson,John Goble,NA
RegularSeason,2011,NJN,74,3/30/11,0,NYK,L,116,120,41,86,0.477,7,17,0.412,27,33,0.818,16,51,16,4,3,16,23,19763,Tony Brown,Marc Davis,Jason Phillips,NA
RegularSeason,2011,NJN,75,4/1/11,0,PHI,L,90,115,37,85,0.435,3,12,0.25,13,20,0.65,13,35,23,8,2,8,17,16695,Mark Ayotte,Leroy Richardson,Greg Willard,NA
RegularSeason,2011,NJN,76,4/3/11,1,MIA,L,94,108,34,85,0.4,8,28,0.286,18,25,0.72,6,30,22,9,0,9,25,18711,Curtis Blair,Bob Delaney,Michael Smith,NA
RegularSeason,2011,NJN,77,4/5/11,1,MIN,W,107,105,42,89,0.472,9,20,0.45,14,20,0.7,12,37,31,11,3,9,20,13461,Brent Barnaky,Pat Fraher,Bill Kennedy,NA
RegularSeason,2011,NJN,78,4/6/11,0,DET,L,109,116,40,82,0.488,8,19,0.421,21,28,0.75,9,30,28,7,5,10,24,14554,Derrick Collins,James Williams,Sean Wright,NA
RegularSeason,2011,NJN,79,4/8/11,1,NYK,L,93,116,39,82,0.476,6,19,0.316,9,15,0.6,6,38,22,8,5,16,19,18023,Dick Bavetta,Tony Brown,Scott Wall,NA
RegularSeason,2011,NJN,80,4/10/11,0,TOR,L,92,99,34,88,0.386,2,13,0.154,22,27,0.815,16,31,16,11,8,10,20,17755,Curtis Blair,Eli Roe,Zach Zarba,NA
RegularSeason,2011,NJN,81,4/11/11,1,CHA,L,103,105,43,79,0.544,4,10,0.4,13,14,0.929,7,29,23,5,2,6,18,13853,Mike Callahan,Josh Tiven,Sean Wright,NA
RegularSeason,2011,NJN,82,4/13/11,0,CHI,L,92,97,36,80,0.45,6,15,0.4,14,16,0.875,8,35,21,6,6,11,19,22420,Kane Fitzgerald,Courtney Kirkland,Ken Mauer,NA
RegularSeason,2012,NJN,1,12/26/11,0,WAS,W,90,84,34,86,0.395,6,26,0.231,16,20,0.8,18,58,17,7,3,15,26,17102,James Capers,David Jones,Karl Lane,NA
RegularSeason,2012,NJN,2,12/27/11,1,ATL,L,70,106,22,71,0.31,5,24,0.208,21,26,0.808,9,36,9,5,5,18,22,18711,Matt Boland,Kevin Fehr,Bill Spooner,NA
RegularSeason,2012,NJN,3,12/29/11,0,ORL,L,78,94,29,77,0.377,6,17,0.353,14,21,0.667,9,42,17,5,5,15,26,18954,Dick Bavetta,Olandis Poole,Sean Wright,NA
RegularSeason,2012,NJN,4,12/30/11,0,ATL,L,98,105,38,82,0.463,9,20,0.45,13,14,0.929,15,40,20,7,2,13,26,16300,Courtney Kirkland,Monty McCutchen,J.T. Orr,NA
RegularSeason,2012,NJN,5,1/1/12,0,CLE,L,82,98,27,71,0.38,7,22,0.318,21,28,0.75,8,32,16,11,6,21,16,15084,David Jones,Mark Lindsay,Derek Richardson,NA
RegularSeason,2012,NJN,6,1/2/12,1,IND,L,94,108,33,89,0.371,7,28,0.25,21,26,0.808,20,40,15,9,10,10,16,12519,Eric Dalen,Ron Garretson,Karl Lane,NA
RegularSeason,2012,NJN,7,1/4/12,0,BOS,L,70,89,30,74,0.405,4,20,0.2,6,10,0.6,10,34,15,8,1,13,23,18624,Curtis Blair,Dan Crawford,Sean Wright,NA
RegularSeason,2012,NJN,8,1/6/12,0,TOR,W,97,85,31,80,0.388,15,31,0.484,20,27,0.741,13,44,21,6,0,10,19,16771,Tony Brown,Nick Buchert,Greg Willard,NA
RegularSeason,2012,NJN,9,1/7/12,1,MIA,L,90,101,28,83,0.337,10,33,0.303,24,32,0.75,18,43,24,14,3,21,21,18711,Mark Ayotte,Brent Barnaky,Ed Malloy,NA
RegularSeason,2012,NJN,10,1/9/12,1,ATL,L,101,106,36,77,0.468,11,22,0.5,18,21,0.857,10,40,24,5,3,16,20,12259,Marc Davis,David Guthrie,Derek Richardson,NA
RegularSeason,2012,NJN,11,1/11/12,0,DEN,L,115,123,43,83,0.518,20,35,0.571,9,12,0.75,9,29,31,6,7,17,21,14139,Rodney Mott,Haywoode Workman,Zach Zarba,NA
RegularSeason,2012,NJN,12,1/13/12,0,PHO,W,110,103,40,80,0.5,15,32,0.469,15,19,0.789,8,35,18,9,3,12,21,15191,Bennie Adams,Nick Buchert,Michael Smith,NA
RegularSeason,2012,NJN,13,1/14/12,0,UTA,L,94,107,32,74,0.432,9,27,0.333,21,27,0.778,8,32,21,9,5,16,20,19557,Joe Crawford,Tre Maddox,Violet Palmer,NA
RegularSeason,2012,NJN,14,1/16/12,0,LAC,L,91,101,33,78,0.423,8,24,0.333,17,26,0.654,9,35,22,7,2,8,24,19060,Mark Ayotte,Dick Bavetta,Scott Twardoski,NA
RegularSeason,2012,NJN,15,1/18/12,1,GSW,W,107,100,37,75,0.493,11,29,0.379,22,25,0.88,16,45,24,2,5,17,16,12570,Dan Crawford,John Goble,J.T. Orr,NA
RegularSeason,2012,NJN,16,1/21/12,1,OKC,L,74,84,27,87,0.31,3,23,0.13,17,19,0.895,16,46,14,9,5,16,16,15201,Tony Brothers,Leroy Richardson,Greg Willard,NA
RegularSeason,2012,NJN,17,1/22/12,1,CHA,W,97,87,38,86,0.442,7,27,0.259,14,15,0.933,16,47,19,5,5,12,14,10035,Tommy Nunez,Michael Smith,Derrick Stafford,NA
RegularSeason,2012,NJN,18,1/23/12,0,CHI,L,95,110,37,77,0.481,7,19,0.368,14,21,0.667,9,32,23,3,1,11,18,21572,Brent Barnaky,Kane Fitzgerald,Ed Malloy,NA
RegularSeason,2012,NJN,19,1/25/12,0,PHI,W,97,90,37,82,0.451,12,27,0.444,11,14,0.786,12,45,21,5,3,17,15,13138,Joe Crawford,John Goble,James Williams,NA
RegularSeason,2012,NJN,20,1/27/12,0,CLE,W,99,96,36,79,0.456,11,28,0.393,16,21,0.762,11,35,27,7,7,14,22,13121,Dick Bavetta,Kevin Cutler,Zach Zarba,NA
RegularSeason,2012,NJN,21,1/29/12,1,TOR,L,73,94,27,74,0.365,7,22,0.318,12,18,0.667,10,39,16,2,3,15,21,14319,Bennie Adams,Kevin Fehr,Eddie F. Rush,NA
RegularSeason,2012,NJN,22,1/31/12,0,IND,L,99,106,35,74,0.473,12,29,0.414,17,23,0.739,8,34,23,7,4,19,21,11408,David Jones,Bill Spooner,Josh Tiven,NA
RegularSeason,2012,NJN,23,2/1/12,1,DET,W,99,96,38,79,0.481,8,23,0.348,15,25,0.6,19,44,22,5,3,11,14,10504,Derrick Collins,Marc Davis,Olandis Poole,NA
RegularSeason,2012,NJN,24,2/3/12,1,MIN,L,105,108,38,86,0.442,10,21,0.476,19,24,0.792,15,41,29,9,7,17,27,15069,Mike Callahan,Mark Lindsay,Tre Maddox,NA
RegularSeason,2012,NJN,25,2/4/12,0,NYK,L,92,99,30,72,0.417,10,26,0.385,22,26,0.846,9,39,18,8,5,13,26,19763,Matt Boland,Karl Lane,Eddie F. Rush,NA
RegularSeason,2012,NJN,26,2/6/12,1,CHI,L,87,108,32,79,0.405,3,17,0.176,20,26,0.769,14,37,19,6,1,11,20,15327,Dan Crawford,Violet Palmer,Ben Taylor,NA
RegularSeason,2012,NJN,27,2/8/12,1,DET,L,92,99,33,78,0.423,10,27,0.37,16,20,0.8,13,36,19,7,6,12,19,10145,Tony Brothers,Nick Buchert,Rodney Mott,NA
RegularSeason,2012,NJN,28,2/10/12,0,DET,L,92,109,31,74,0.419,5,19,0.263,25,31,0.806,10,31,18,10,5,18,22,14320,Mark Ayotte,Scott Wall,Greg Willard,NA
RegularSeason,2012,NJN,29,2/11/12,1,SAS,L,89,103,35,87,0.402,7,24,0.292,12,15,0.8,13,39,19,5,4,14,12,15272,Tony Brown,Marat Kogut,Derrick Stafford,NA
RegularSeason,2012,NJN,30,2/15/12,1,MEM,L,100,105,37,72,0.514,11,27,0.407,15,15,1,10,35,28,7,8,19,16,10885,Kevin Cutler,Ed Malloy,Leroy Richardson,NA
RegularSeason,2012,NJN,31,2/16/12,0,IND,L,88,93,35,75,0.467,4,17,0.235,14,16,0.875,10,39,13,3,8,19,23,11117,Brent Barnaky,Joe Crawford,John Goble,NA
RegularSeason,2012,NJN,32,2/18/12,0,CHI,W,97,85,34,85,0.4,10,22,0.455,19,25,0.76,16,50,19,8,6,9,17,22300,Mark Ayotte,Curtis Blair,Mike Callahan,NA
RegularSeason,2012,NJN,33,2/19/12,1,MIL,L,85,92,29,85,0.341,5,23,0.217,22,33,0.667,16,43,16,11,2,10,24,15262,Eric Dalen,Jason Phillips,Josh Tiven,NA
RegularSeason,2012,NJN,34,2/20/12,0,NYK,W,100,92,32,82,0.39,15,31,0.484,21,29,0.724,12,46,19,9,3,17,25,19763,Kane Fitzgerald,Ken Mauer,Haywoode Workman,NA
RegularSeason,2012,NJN,35,2/22/12,1,ORL,L,91,108,38,81,0.469,9,24,0.375,6,9,0.667,9,37,16,9,2,12,15,15364,Scott Bolnick,Scott Foster,Pat Fraher,NA
RegularSeason,2012,NJN,36,2/28/12,0,DAL,W,93,92,37,84,0.44,7,25,0.28,12,14,0.857,12,53,23,9,4,19,21,20170,Tony Brown,Pat Fraher,Greg Willard,NA
RegularSeason,2012,NJN,37,3/2/12,0,BOS,L,94,107,34,76,0.447,5,19,0.263,21,28,0.75,6,39,19,10,2,20,17,18624,Ed Malloy,Kevin Scott,Sean Wright,NA
RegularSeason,2012,NJN,38,3/4/12,0,CHA,W,104,101,33,68,0.485,5,17,0.294,33,44,0.75,7,38,20,4,3,16,27,13564,Derrick Collins,Derek Richardson,Bill Spooner,NA
RegularSeason,2012,NJN,39,3/6/12,0,MIA,L,78,108,31,83,0.373,8,22,0.364,8,12,0.667,10,29,14,13,3,13,12,19600,Curtis Blair,Tony Brothers,Gary Zielinski,NA
RegularSeason,2012,NJN,40,3/7/12,1,LAC,W,101,100,33,72,0.458,10,25,0.4,25,31,0.806,9,34,24,10,3,18,23,18711,Joe Crawford,Kevin Cutler,Mark Lindsay,NA
RegularSeason,2012,NJN,41,3/9/12,0,CHA,W,83,74,30,83,0.361,4,22,0.182,19,26,0.731,18,56,17,4,8,13,15,14672,Bennie Adams,Tre Maddox,Ken Mauer,NA
RegularSeason,2012,NJN,42,3/10/12,1,HOU,L,106,112,43,81,0.531,9,24,0.375,11,14,0.786,11,34,21,3,3,8,17,14834,David Guthrie,Marat Kogut,Michael Smith,NA
