GameType,Season,Team,G,Date,Home,Opp,W.L,Tm.Pts,Opp.Pts,Tm.FGM,Tm.FGA,Tm.FG_Perc,Tm.3PM,Tm.3PA,Tm.3P_Perc,Tm.FTM,Tm.FTA,Tm.FT_Perc,Tm.ORB,Tm.TRB,Tm.AST,Tm.STL,Tm.BLK,Tm.TOV,Tm.PF,Home.Attendance,Referee1,Referee2,Referee3,Referee4
RegularSeason,2015,CHI,1,10/29/14,0,NYK,W,104,80,36,71,0.507,7,24,0.292,25,30,0.833,10,47,21,9,4,15,18,19812,Derrick Collins,Sean Corbin,Joe Crawford,NA
RegularSeason,2015,CHI,2,10/31/14,1,CLE,L,108,114,41,90,0.456,13,31,0.419,13,17,0.765,11,42,25,4,14,19,28,22879,Matt Boland,Scott Foster,Scott Wall,NA
RegularSeason,2015,CHI,3,11/1/14,0,MIN,W,106,105,33,69,0.478,9,23,0.391,31,40,0.775,5,38,15,3,8,14,24,19356,Tony Brothers,Pat Fraher,Dedric Taylor,NA
RegularSeason,2015,CHI,4,11/4/14,1,ORL,W,98,90,35,75,0.467,7,15,0.467,21,27,0.778,10,44,23,6,9,12,18,21809,Kevin Cutler,David Guthrie,Ed Malloy,NA
RegularSeason,2015,CHI,5,11/5/14,0,MIL,W,95,86,34,73,0.466,5,16,0.313,22,30,0.733,7,42,24,8,3,16,18,13098,Sean Corbin,Michael Smith,James Williams,NA
RegularSeason,2015,CHI,6,11/7/14,0,PHI,W,118,115,40,78,0.513,12,24,0.5,26,34,0.765,12,40,25,4,6,17,21,16820,Tony Brown,Tyler Ford,Jason Phillips,NA
RegularSeason,2015,CHI,7,11/8/14,1,BOS,L,101,106,42,92,0.457,8,18,0.444,9,15,0.6,11,38,26,5,2,8,16,22104,Curtis Blair,Brian Forte,John Goble,NA
RegularSeason,2015,CHI,8,11/10/14,1,DET,W,102,91,39,88,0.443,7,20,0.35,17,20,0.85,9,49,22,6,8,10,19,21431,David Jones,Bill Kennedy,Justin Van Duyne,NA
RegularSeason,2015,CHI,9,11/13/14,0,TOR,W,100,93,37,77,0.481,4,15,0.267,22,32,0.688,13,48,26,7,7,19,18,19800,Nick Buchert,Michael Smith,Derrick Stafford,NA
RegularSeason,2015,CHI,10,11/15/14,1,IND,L,90,99,35,83,0.422,4,17,0.235,16,23,0.696,10,34,18,6,7,13,19,22248,Brent Barnaky,Josh Tiven,Tom Washington,NA
RegularSeason,2015,CHI,11,11/17/14,0,LAC,W,105,89,39,80,0.488,10,26,0.385,17,25,0.68,9,45,28,7,2,8,24,19319,David Guthrie,Jason Phillips,Dedric Taylor,NA
RegularSeason,2015,CHI,12,11/20/14,0,SAC,L,88,103,36,84,0.429,5,19,0.263,11,16,0.688,13,42,23,6,4,14,26,17317,Kane Fitzgerald,Bill Kennedy,Leon Wood,NA
RegularSeason,2015,CHI,13,11/21/14,0,POR,L,87,105,30,83,0.361,8,22,0.364,19,28,0.679,11,48,14,9,2,14,18,19866,Bennie Adams,Karl Lane,Bill Spooner,NA
RegularSeason,2015,CHI,14,11/24/14,0,UTA,W,97,95,36,72,0.5,9,20,0.45,16,23,0.696,7,35,20,9,3,16,14,18904,Derrick Collins,David Jones,Ed Malloy,NA
RegularSeason,2015,CHI,15,11/25/14,0,DEN,L,109,114,35,82,0.427,7,21,0.333,32,37,0.865,11,37,20,9,4,12,22,17033,Ron Garretson,Justin Van Duyne,Scott Wall,NA
RegularSeason,2015,CHI,16,11/28/14,0,BOS,W,109,102,37,90,0.411,5,17,0.294,30,37,0.811,18,52,18,5,13,13,21,18203,Mitchell Ervin,Ken Mauer,Leroy Richardson,NA
RegularSeason,2015,CHI,17,11/30/14,0,BRK,W,102,84,34,69,0.493,7,24,0.292,27,34,0.794,7,50,19,6,5,19,24,17732,Matt Boland,James Capers,Gary Zielinski,NA
RegularSeason,2015,CHI,18,12/2/14,1,DAL,L,129,132,47,103,0.456,8,26,0.308,27,34,0.794,15,52,38,5,6,18,22,22042,Tony Brothers,Eric Lewis,Eli Roe,NA
RegularSeason,2015,CHI,19,12/3/14,0,CHO,W,102,95,37,80,0.463,12,28,0.429,16,21,0.762,4,49,27,4,1,11,18,16887,Mark Ayotte,Marat Kogut,Monty McCutchen,NA
RegularSeason,2015,CHI,20,12/6/14,1,GSW,L,102,112,36,83,0.434,7,21,0.333,23,27,0.852,17,50,24,6,3,22,23,22353,Brent Barnaky,Karl Lane,Zach Zarba,NA
RegularSeason,2015,CHI,21,12/10/14,1,BRK,W,105,80,37,79,0.468,8,22,0.364,23,32,0.719,15,57,21,6,11,15,18,11733,Brian Forte,Bill Kennedy,Scott Twardoski,NA
RegularSeason,2015,CHI,22,12/12/14,1,POR,W,115,106,44,88,0.5,5,15,0.333,22,28,0.786,14,47,18,5,3,7,11,21725,Ken Mauer,J.T. Orr,Scott Wall,NA
RegularSeason,2015,CHI,23,12/14/14,0,MIA,W,93,75,33,71,0.465,9,18,0.5,18,21,0.857,8,44,21,4,8,19,18,19600,Scott Foster,Pat Fraher,Haywoode Workman,NA
RegularSeason,2015,CHI,24,12/15/14,0,ATL,L,86,93,35,93,0.376,6,29,0.207,10,14,0.714,15,57,18,3,6,14,17,16805,Nick Buchert,Ron Garretson,Justin Van Duyne,NA
RegularSeason,2015,CHI,25,12/18/14,1,NYK,W,103,97,34,75,0.453,12,23,0.522,23,30,0.767,11,32,23,9,8,11,17,21875,Curtis Blair,Tony Brown,Monty McCutchen,NA
RegularSeason,2015,CHI,26,12/19/14,0,MEM,W,103,97,32,73,0.438,10,26,0.385,29,33,0.879,8,51,17,2,3,9,18,18119,Mark Ayotte,Michael Smith,Scott Twardoski,NA
RegularSeason,2015,CHI,27,12/22/14,1,TOR,W,129,120,40,74,0.541,6,12,0.5,43,47,0.915,12,41,20,4,13,15,20,21846,Mike Callahan,Courtney Kirkland,Derek Richardson,NA
RegularSeason,2015,CHI,28,12/23/14,0,WAS,W,99,91,39,85,0.459,5,17,0.294,16,24,0.667,8,52,20,5,7,10,14,20356,Bennie Adams,Marc Davis,Marat Kogut,NA
RegularSeason,2015,CHI,29,12/25/14,1,LAL,W,113,93,42,86,0.488,10,24,0.417,19,25,0.76,20,57,27,1,7,13,12,22865,Nick Buchert,James Capers,Pat Fraher,NA
RegularSeason,2015,CHI,30,12/27/14,1,NOP,W,107,100,41,89,0.461,6,20,0.3,19,22,0.864,15,45,19,8,6,13,17,21935,Brent Barnaky,Kevin Cutler,Scott Foster,NA
RegularSeason,2015,CHI,31,12/29/14,0,IND,W,92,90,29,84,0.345,5,13,0.385,29,33,0.879,14,46,17,8,7,10,16,18165,Derrick Collins,Dan Crawford,Lauren Holtkamp,NA
RegularSeason,2015,CHI,32,12/30/14,1,BRK,L,82,96,33,86,0.384,8,25,0.32,8,15,0.533,13,48,22,5,11,12,18,22032,David Guthrie,Eli Roe,Bill Spooner,NA
RegularSeason,2015,CHI,33,1/1/15,1,DEN,W,106,101,38,91,0.418,8,15,0.533,22,25,0.88,13,46,22,7,18,7,19,21794,Steve Anderson,Joe Crawford,Eric Lewis,NA
RegularSeason,2015,CHI,34,1/3/15,1,BOS,W,109,104,37,100,0.37,6,28,0.214,29,40,0.725,24,59,19,10,9,16,14,21820,Matt Boland,Mark Lindsay,Jason Phillips,NA
RegularSeason,2015,CHI,35,1/5/15,1,HOU,W,114,105,41,85,0.482,5,17,0.294,27,30,0.9,17,47,27,10,12,17,13,21510,Karl Lane,Ed Malloy,Leon Wood,NA
RegularSeason,2015,CHI,36,1/7/15,1,UTA,L,77,97,28,84,0.333,6,20,0.3,15,20,0.75,16,43,17,5,5,15,20,21379,Tony Brothers,Sean Corbin,J.T. Orr,NA
RegularSeason,2015,CHI,37,1/9/15,0,WAS,L,86,102,32,83,0.386,10,26,0.385,12,19,0.632,11,46,16,9,8,16,15,20356,Matt Boland,Courtney Kirkland,Zach Zarba,NA
RegularSeason,2015,CHI,38,1/10/15,1,MIL,W,95,87,35,88,0.398,4,17,0.235,21,24,0.875,22,51,24,5,5,12,18,21781,Mark Ayotte,Marc Davis,Scott Twardoski,NA
RegularSeason,2015,CHI,39,1/12/15,1,ORL,L,114,121,41,84,0.488,8,27,0.296,24,33,0.727,11,43,25,6,5,14,20,21302,Bennie Adams,Dan Crawford,Justin Van Duyne,NA
RegularSeason,2015,CHI,40,1/14/15,1,WAS,L,99,105,34,79,0.43,13,27,0.481,18,24,0.75,8,33,18,10,5,12,21,21498,Monty McCutchen,Dedric Taylor,Scott Wall,NA
RegularSeason,2015,CHI,41,1/16/15,0,BOS,W,119,103,48,89,0.539,13,25,0.52,10,12,0.833,8,36,28,12,6,7,14,18624,Derrick Collins,John Goble,Marat Kogut,NA
RegularSeason,2015,CHI,42,1/17/15,1,ATL,L,99,107,37,80,0.463,9,26,0.346,16,20,0.8,7,43,25,5,5,13,21,22024,Tre Maddox,Josh Tiven,Zach Zarba,NA
RegularSeason,2015,CHI,43,1/19/15,0,CLE,L,94,108,30,80,0.375,8,16,0.5,26,32,0.813,11,40,12,5,9,8,16,20562,Brent Barnaky,Jason Phillips,Sean Wright,NA
RegularSeason,2015,CHI,44,1/22/15,1,SAS,W,104,81,36,76,0.474,6,19,0.316,26,32,0.813,8,46,19,7,8,10,16,21648,Scott Foster,Eli Roe,Michael Smith,NA
RegularSeason,2015,CHI,45,1/23/15,0,DAL,W,102,98,38,78,0.487,9,16,0.563,17,20,0.85,15,47,22,8,5,21,18,20408,Pat Fraher,Monty McCutchen,James Williams,NA
RegularSeason,2015,CHI,46,1/25/15,1,MIA,L,84,96,31,87,0.356,7,24,0.292,15,19,0.789,14,43,15,5,10,9,16,21918,Derrick Collins,David Jones,Ken Mauer,NA
RegularSeason,2015,CHI,47,1/27/15,0,GSW,W,113,111,42,98,0.429,8,29,0.276,21,23,0.913,19,61,19,6,6,21,18,19596,Curtis Blair,Marc Davis,Kane Fitzgerald,NA
RegularSeason,2015,CHI,48,1/29/15,0,LAL,L,118,123,43,104,0.413,6,25,0.24,26,32,0.813,17,49,26,9,6,11,21,18997,Eric Lewis,Ed Malloy,Leon Wood,NA
RegularSeason,2015,CHI,49,1/30/15,0,PHO,L,93,99,36,87,0.414,4,18,0.222,17,27,0.63,12,49,20,6,3,11,18,18055,Tony Brown,Tre Maddox,Bill Spooner,NA
RegularSeason,2015,CHI,50,2/4/15,0,HOU,L,90,101,31,89,0.348,8,25,0.32,20,26,0.769,18,60,16,3,5,12,17,18325,Bennie Adams,Curtis Blair,Zach Zarba,NA
RegularSeason,2015,CHI,51,2/7/15,0,NOP,W,107,72,43,84,0.512,10,22,0.455,11,13,0.846,8,45,18,6,4,11,7,18402,Joe Crawford,Marat Kogut,Sean Wright,NA
RegularSeason,2015,CHI,52,2/8/15,0,ORL,W,98,97,37,77,0.481,8,22,0.364,16,18,0.889,7,35,27,11,1,15,11,16944,Brent Barnaky,David Jones,Justin Van Duyne,NA
RegularSeason,2015,CHI,53,2/10/15,1,SAC,W,104,86,42,80,0.525,7,20,0.35,13,15,0.867,5,33,26,8,3,7,21,21560,Bennett Salvatore,Josh Tiven,Scott Twardoski,NA
RegularSeason,2015,CHI,54,2/12/15,1,CLE,W,113,98,42,92,0.457,9,23,0.391,20,26,0.769,13,47,29,10,3,8,23,21920,Nick Buchert,Mike Callahan,Scott Wall,NA
RegularSeason,2015,CHI,55,2/20/15,0,DET,L,91,100,33,78,0.423,5,16,0.313,20,22,0.909,13,43,16,2,7,20,23,19053,Sean Corbin,Dan Crawford,Justin Van Duyne,NA
RegularSeason,2015,CHI,56,2/21/15,1,PHO,W,112,107,43,89,0.483,12,24,0.5,14,16,0.875,14,47,27,5,3,17,14,22292,Ron Garretson,Eric Lewis,Kevin Scott,NA
RegularSeason,2015,CHI,57,2/23/15,1,MIL,W,87,71,27,76,0.355,8,26,0.308,25,32,0.781,18,62,20,4,7,18,16,21434,Brent Barnaky,Monty McCutchen,Gary Zielinski,NA
RegularSeason,2015,CHI,58,2/25/15,1,CHO,L,86,98,34,77,0.442,3,17,0.176,15,23,0.652,9,43,24,6,11,12,17,21509,James Capers,David Guthrie,Ben Taylor,NA
RegularSeason,2015,CHI,59,2/27/15,1,MIN,W,96,89,37,96,0.385,9,31,0.29,13,16,0.813,22,53,24,5,5,9,24,21635,Tony Brothers,Derrick Collins,Haywoode Workman,NA
RegularSeason,2015,CHI,60,3/1/15,1,LAC,L,86,96,27,87,0.31,10,26,0.385,22,30,0.733,17,51,18,2,1,11,17,21680,Joe Crawford,David Jones,Leroy Richardson,NA
RegularSeason,2015,CHI,61,3/3/15,1,WAS,W,97,92,33,78,0.423,9,29,0.31,22,30,0.733,10,47,20,5,7,16,16,21468,Courtney Kirkland,Tre Maddox,Tom Washington,NA
RegularSeason,2015,CHI,62,3/5/15,1,OKC,W,108,105,40,87,0.46,7,25,0.28,21,26,0.808,12,48,26,4,3,10,15,21696,Sean Corbin,Eric Dalen,Marc Davis,NA
RegularSeason,2015,CHI,63,3/6/15,0,IND,L,84,98,31,86,0.36,5,23,0.217,17,19,0.895,14,44,20,5,3,11,25,18165,Brent Barnaky,Ed Malloy,Ben Taylor,NA
RegularSeason,2015,CHI,64,3/8/15,0,SAS,L,105,116,37,73,0.507,5,15,0.333,26,29,0.897,7,44,20,6,6,20,24,18581,Bill Kennedy,James Williams,Sean Wright,NA
RegularSeason,2015,CHI,65,3/9/15,1,MEM,L,91,101,35,80,0.438,10,22,0.455,11,14,0.786,9,44,18,7,2,15,13,21815,Mark Ayotte,Nick Buchert,Jason Phillips,NA
RegularSeason,2015,CHI,66,3/11/15,0,PHI,W,104,95,40,87,0.46,10,24,0.417,14,20,0.7,8,58,24,6,2,18,16,12400,Bennie Adams,Tony Brown,Leon Wood,NA
RegularSeason,2015,CHI,67,3/13/15,0,CHO,L,91,101,31,82,0.378,15,32,0.469,14,19,0.737,4,36,18,4,6,10,25,19183,Scott Foster,Courtney Kirkland,Haywoode Workman,NA
RegularSeason,2015,CHI,68,3/15/15,0,OKC,L,100,109,37,83,0.446,9,29,0.31,17,24,0.708,9,33,20,5,3,11,24,18203,Dan Crawford,David Jones,Karl Lane,NA
RegularSeason,2015,CHI,69,3/18/15,1,IND,W,103,86,34,82,0.415,10,24,0.417,25,28,0.893,9,52,22,6,4,12,23,21753,Brian Forte,Ron Garretson,Kevin Scott,NA
RegularSeason,2015,CHI,70,3/20/15,1,TOR,W,108,92,42,79,0.532,9,28,0.321,15,17,0.882,13,47,32,4,7,12,21,21998,Mike Callahan,John Goble,Scott Twardoski,NA
RegularSeason,2015,CHI,71,3/21/15,0,DET,L,91,107,33,77,0.429,6,21,0.286,19,24,0.792,8,45,22,2,1,11,11,20347,Derrick Collins,Kevin Cutler,Bill Kennedy,NA
RegularSeason,2015,CHI,72,3/23/15,1,CHO,W,98,86,37,82,0.451,3,16,0.188,21,29,0.724,6,46,21,5,7,6,20,21646,Scott Foster,Mark Lindsay,Violet Palmer,NA
RegularSeason,2015,CHI,73,3/25/15,0,TOR,W,116,103,45,74,0.608,12,23,0.522,14,17,0.824,2,31,26,4,6,8,16,19800,Joe Crawford,James Williams,Sean Wright,NA
RegularSeason,2015,CHI,74,3/28/15,1,NYK,W,111,80,43,84,0.512,6,17,0.353,19,22,0.864,12,51,28,8,5,12,16,22152,Tony Brown,Karl Lane,Zach Zarba,NA
RegularSeason,2015,CHI,75,4/1/15,0,MIL,L,91,95,31,74,0.419,5,26,0.192,24,37,0.649,12,40,18,11,3,20,21,15215,Mark Ayotte,Bill Kennedy,Scott Twardoski,NA
RegularSeason,2015,CHI,76,4/3/15,1,DET,W,88,82,33,85,0.388,4,17,0.235,18,21,0.857,19,44,18,9,5,10,15,22058,Steve Anderson,Joe Crawford,Eric Lewis,NA
RegularSeason,2015,CHI,77,4/5/15,0,CLE,L,94,99,34,76,0.447,11,27,0.407,15,21,0.714,9,45,28,7,2,16,22,20562,Dan Crawford,David Jones,Eli Roe,NA
RegularSeason,2015,CHI,78,4/8/15,0,ORL,L,103,105,34,79,0.43,12,26,0.462,23,31,0.742,12,41,25,9,4,15,16,18249,Marat Kogut,Ed Malloy,Scott Wall,NA
RegularSeason,2015,CHI,79,4/9/15,0,MIA,W,89,78,35,91,0.385,6,23,0.261,13,17,0.765,15,51,17,10,2,11,11,19641,Marc Davis,Kane Fitzgerald,James Williams,NA
RegularSeason,2015,CHI,80,4/11/15,1,PHI,W,114,107,40,90,0.444,9,26,0.346,25,36,0.694,13,48,20,8,5,10,20,22273,Brent Barnaky,Monty McCutchen,Derek Richardson,NA
RegularSeason,2015,CHI,81,4/13/15,0,BRK,W,113,86,44,88,0.5,12,30,0.4,13,17,0.765,9,46,26,7,8,7,18,17732,Sean Corbin,Eric Dalen,Ken Mauer,NA
RegularSeason,2015,CHI,82,4/15/15,1,ATL,W,91,85,31,77,0.403,7,24,0.292,22,26,0.846,7,50,14,11,9,21,12,22172,Dan Crawford,Courtney Kirkland,Josh Tiven,NA
Playoffs,2015,CHI,1,4/18/15,1,MIL,W,103,91,38,83,0.458,12,32,0.375,15,22,0.682,10,52,30,8,7,19,21,21812,Kane Fitzgerald,Scott Foster,Bill Kennedy,NA
Playoffs,2015,CHI,2,4/20/15,1,MIL,W,91,82,31,81,0.383,12,33,0.364,17,27,0.63,14,64,26,2,10,13,19,21661,Monty McCutchen,Bill Spooner,James Williams,NA
Playoffs,2015,CHI,3,4/23/15,0,MIL,W,113,106,40,89,0.449,14,33,0.424,19,24,0.792,12,50,25,11,6,16,20,18717,Brian Forte,Ed Malloy,Ken Mauer,NA
Playoffs,2015,CHI,4,4/25/15,0,MIL,L,90,92,33,68,0.485,10,18,0.556,14,20,0.7,5,39,23,10,7,26,20,18717,David Guthrie,Jason Phillips,Zach Zarba,NA
Playoffs,2015,CHI,5,4/27/15,1,MIL,L,88,94,31,90,0.344,4,22,0.182,22,29,0.759,17,45,22,8,10,12,19,21814,Sean Corbin,Joe Crawford,Sean Wright,NA
Playoffs,2015,CHI,6,4/30/15,0,MIL,W,120,66,46,90,0.511,15,30,0.5,13,16,0.813,10,50,31,7,2,12,14,18717,Mike Callahan,Derrick Stafford,Tom Washington,NA
Playoffs,2015,CHI,7,5/4/15,0,CLE,W,99,92,40,80,0.5,10,18,0.556,9,16,0.563,11,42,23,7,6,10,15,20562,Brian Forte,Ed Malloy,Ken Mauer,NA
Playoffs,2015,CHI,8,5/6/15,0,CLE,L,91,106,32,79,0.405,7,22,0.318,20,25,0.8,11,37,20,7,4,12,20,20562,James Capers,Monty McCutchen,James Williams,NA
Playoffs,2015,CHI,9,5/8/15,1,CLE,W,99,96,34,90,0.378,6,21,0.286,25,29,0.862,18,54,17,9,10,7,18,22246,Tony Brothers,Mike Callahan,Eric Lewis,NA
Playoffs,2015,CHI,10,5/10/15,1,CLE,L,84,86,32,89,0.36,9,21,0.429,11,12,0.917,11,40,12,7,6,8,19,22256,Scott Foster,Jason Phillips,Tom Washington,NA
Playoffs,2015,CHI,11,5/12/15,0,CLE,L,101,106,34,86,0.395,7,25,0.28,26,28,0.929,12,40,20,5,5,8,23,20562,Joe Crawford,Josh Tiven,Zach Zarba,NA
Playoffs,2015,CHI,12,5/14/15,1,CLE,L,73,94,30,80,0.375,4,20,0.2,9,10,0.9,9,32,17,5,6,7,18,22695,Dan Crawford,Marc Davis,Sean Wright,NA
RegularSeason,2016,CHI,1,10/27/15,1,CLE,W,97,95,37,87,0.425,7,19,0.368,16,23,0.696,7,47,13,6,10,13,22,21957,Mark Ayotte,Scott Foster,Ben Taylor,NA
RegularSeason,2016,CHI,2,10/28/15,0,BRK,W,115,100,42,78,0.538,14,28,0.5,17,20,0.85,5,39,20,9,3,19,24,17732,Nick Buchert,Kevin Scott,Derrick Stafford,NA
RegularSeason,2016,CHI,3,10/30/15,0,DET,L,94,98,34,84,0.405,7,22,0.318,19,26,0.731,8,50,18,8,8,19,24,16035,Bennie Adams,Marat Kogut,Ken Mauer,NA
RegularSeason,2016,CHI,4,11/1/15,1,ORL,W,92,87,33,87,0.379,7,28,0.25,19,22,0.864,11,47,23,7,8,13,16,21585,J.T. Orr,Bill Spooner,James Williams,NA
RegularSeason,2016,CHI,5,11/3/15,0,CHO,L,105,130,44,90,0.489,14,30,0.467,3,8,0.375,4,33,26,5,0,12,19,15136,Marc Davis,Mark Lindsay,Ben Taylor,NA
RegularSeason,2016,CHI,6,11/5/15,1,OKC,W,104,98,40,90,0.444,7,18,0.389,17,21,0.81,11,47,20,3,7,6,17,21861,Tony Brown,James Capers,Karl Lane,NA
RegularSeason,2016,CHI,7,11/7/15,1,MIN,L,93,102,33,93,0.355,11,32,0.344,16,23,0.696,10,50,20,7,6,18,26,21988,Tony Brothers,Sean Corbin,Tyler Ford,NA
RegularSeason,2016,CHI,8,11/9/15,0,PHI,W,111,88,41,96,0.427,10,25,0.4,19,23,0.826,13,58,28,6,10,14,19,13879,Dan Crawford,Leroy Richardson,Haywoode Workman,NA
RegularSeason,2016,CHI,9,11/13/15,1,CHO,W,102,97,37,84,0.44,4,16,0.25,24,31,0.774,10,57,27,4,6,11,16,21749,Courtney Kirkland,Eli Roe,Sean Wright,NA
RegularSeason,2016,CHI,10,11/16/15,1,IND,W,96,95,35,86,0.407,6,15,0.4,20,32,0.625,10,48,26,9,9,8,20,21660,John Goble,Michael Smith,Haywoode Workman,NA
RegularSeason,2016,CHI,11,11/18/15,0,PHO,W,103,97,41,83,0.494,9,19,0.474,12,14,0.857,11,47,24,7,2,19,17,17377,Dan Crawford,Kevin Cutler,James Williams,NA
RegularSeason,2016,CHI,12,11/20/15,0,GSW,L,94,106,35,88,0.398,7,22,0.318,17,23,0.739,15,43,22,11,2,12,19,19596,Brent Barnaky,Jason Phillips,Derek Richardson,NA
RegularSeason,2016,CHI,13,11/24/15,0,POR,W,93,88,33,86,0.384,7,18,0.389,20,23,0.87,6,44,19,6,3,10,18,19393,Marc Davis,Karl Lane,Leroy Richardson,NA
RegularSeason,2016,CHI,14,11/27/15,0,IND,L,92,104,32,92,0.348,11,26,0.423,17,20,0.85,9,47,21,7,7,15,23,18165,Nick Buchert,Mitchell Ervin,Monty McCutchen,NA
RegularSeason,2016,CHI,15,11/30/15,1,SAS,W,92,89,37,86,0.43,6,16,0.375,12,20,0.6,12,51,25,4,6,10,21,21909,Matt Boland,Leon Wood,Zach Zarba,NA
RegularSeason,2016,CHI,16,12/2/15,1,DEN,W,99,90,36,89,0.404,6,17,0.353,21,27,0.778,15,62,22,3,10,14,17,21349,Brent Barnaky,Lauren Holtkamp,Jason Phillips,NA
RegularSeason,2016,CHI,17,12/5/15,1,CHO,L,96,102,37,89,0.416,9,25,0.36,13,19,0.684,12,52,29,5,5,14,19,21770,Michael Smith,Derrick Stafford,Scott Wall,NA
RegularSeason,2016,CHI,18,12/7/15,1,PHO,L,101,103,41,90,0.456,6,21,0.286,13,18,0.722,16,48,28,11,8,20,19,21337,Mark Ayotte,Tony Brothers,Eli Roe,NA
RegularSeason,2016,CHI,19,12/9/15,0,BOS,L,100,105,39,91,0.429,6,21,0.286,16,23,0.696,15,50,22,7,5,16,18,17318,Curtis Blair,Tony Brown,Scott Foster,NA
RegularSeason,2016,CHI,20,12/10/15,1,LAC,W,83,80,31,87,0.356,7,23,0.304,14,16,0.875,13,54,20,8,6,11,12,21491,Marc Davis,David Jones,Karl Lane,NA
RegularSeason,2016,CHI,21,12/12/15,1,NOP,W,98,94,33,78,0.423,8,20,0.4,24,29,0.828,7,48,17,6,6,13,10,21605,Eric Dalen,Monty McCutchen,Leroy Richardson,NA
RegularSeason,2016,CHI,22,12/14/15,1,PHI,W,115,96,43,85,0.506,8,22,0.364,21,26,0.808,10,53,28,7,8,13,15,21166,Nick Buchert,Dan Crawford,Marat Kogut,NA
RegularSeason,2016,CHI,23,12/16/15,1,MEM,W,98,85,38,86,0.442,9,24,0.375,13,19,0.684,9,45,22,5,6,14,17,21032,Sean Corbin,Kevin Scott,Bill Spooner,NA
RegularSeason,2016,CHI,24,12/18/15,1,DET,L,144,147,50,120,0.417,5,22,0.227,39,44,0.886,20,62,21,5,9,16,35,21534,Steve Anderson,James Capers,Gary Zielinski,NA
RegularSeason,2016,CHI,25,12/19/15,0,NYK,L,91,107,37,94,0.394,5,21,0.238,12,17,0.706,18,47,17,7,1,13,20,19812,Ken Mauer,Aaron Smith,Michael Smith,NA
RegularSeason,2016,CHI,26,12/21/15,1,BRK,L,102,105,43,95,0.453,9,26,0.346,7,13,0.538,15,45,32,8,8,13,15,21825,Tre Maddox,Rodney Mott,Sean Wright,NA
RegularSeason,2016,CHI,27,12/25/15,0,OKC,W,105,96,40,92,0.435,7,18,0.389,18,20,0.9,16,53,22,8,6,16,19,18203,Mark Ayotte,Tony Brown,Marc Davis,NA
RegularSeason,2016,CHI,28,12/26/15,0,DAL,L,111,118,42,78,0.538,8,21,0.381,19,26,0.731,13,41,20,7,7,17,23,20392,James Capers,Derrick Collins,Leon Wood,NA
RegularSeason,2016,CHI,29,12/28/15,1,TOR,W,104,97,40,87,0.46,8,21,0.381,16,24,0.667,11,49,23,4,10,10,15,21898,Brent Barnaky,Eli Roe,Tom Washington,NA
RegularSeason,2016,CHI,30,12/30/15,1,IND,W,102,100,37,86,0.43,6,18,0.333,22,27,0.815,14,53,15,6,10,21,19,22206,Curtis Blair,Eric Lewis,Jason Phillips,NA
RegularSeason,2016,CHI,31,1/1/16,1,NYK,W,108,81,39,85,0.459,10,16,0.625,20,25,0.8,14,54,27,4,9,7,19,22443,Mike Callahan,Karl Lane,Mark Lindsay,NA
RegularSeason,2016,CHI,32,1/3/16,0,TOR,W,115,113,42,82,0.512,9,21,0.429,22,25,0.88,8,42,23,4,8,11,18,19800,Nick Buchert,Ron Garretson,Gediminas Petraitis,NA
RegularSeason,2016,CHI,33,1/5/16,1,MIL,W,117,106,46,83,0.554,5,19,0.263,20,20,1,7,45,27,5,10,15,11,21686,Eric Dalen,Monty McCutchen,Kevin Scott,NA
RegularSeason,2016,CHI,34,1/7/16,1,BOS,W,101,92,39,94,0.415,9,22,0.409,14,17,0.824,12,54,23,4,5,16,18,21497,Dan Crawford,Leroy Richardson,Scott Twardoski,NA
RegularSeason,2016,CHI,35,1/9/16,0,ATL,L,105,120,36,83,0.434,7,18,0.389,26,31,0.839,12,46,16,7,6,21,13,19010,Mitchell Ervin,Courtney Kirkland,Tom Washington,NA
RegularSeason,2016,CHI,36,1/11/16,1,WAS,L,100,114,34,81,0.42,9,22,0.409,23,27,0.852,10,44,18,5,6,16,16,21409,Sean Corbin,Brian Forte,Gediminas Petraitis,NA
RegularSeason,2016,CHI,37,1/12/16,0,MIL,L,101,106,35,85,0.412,12,29,0.414,19,24,0.792,20,57,22,3,8,17,25,16867,Michael Smith,Dedric Taylor,Josh Tiven,NA
RegularSeason,2016,CHI,38,1/14/16,0,PHI,W,115,111,41,88,0.466,7,17,0.412,26,31,0.839,17,53,17,9,2,23,20,14063,Mark Ayotte,Ken Mauer,Eli Roe,NA
RegularSeason,2016,CHI,39,1/15/16,1,DAL,L,77,83,31,86,0.36,2,19,0.105,13,15,0.867,12,47,16,6,2,8,19,22056,Tony Brothers,Justin Van Duyne,Scott Wall,NA
RegularSeason,2016,CHI,40,1/18/16,0,DET,W,111,101,44,84,0.524,9,21,0.429,14,20,0.7,6,38,28,6,6,10,16,18935,David Jones,Marat Kogut,Sean Wright,NA
RegularSeason,2016,CHI,41,1/20/16,1,GSW,L,94,125,37,100,0.37,1,20,0.05,19,24,0.792,16,49,14,4,4,10,17,23152,Eric Lewis,Derrick Stafford,Ben Taylor,NA
RegularSeason,2016,CHI,42,1/22/16,0,BOS,L,101,110,38,89,0.427,3,13,0.231,22,26,0.846,15,50,11,7,4,20,19,18624,John Goble,Lauren Holtkamp,Gary Zielinski,NA
